"points","day","period","nswprice","nswdemand","vicprice","vicdemand","transfer"
"30432","0.22321428571428567","0.08630952380952381","0.04244918992884929","0.12108465311949236","0.025801521425977702","0.1688802284795859","0.09545609637744895"
"30480","0.2589285714285714","0.0982142857142857","0.17240888016942063","0.10162731101000422","0.15863596033166086","0.16097242734287928","0.1348436740763198"
"30528","0.25595238095238093","0.1488095238095238","0.2217956472185457","0.11930150885996824","0.20392437423687423","0.11343605972489822","0.12602264112531858"
"30576","0.24999999999999997","0.14880952380952384","0.2290695410415402","0.18729716307065303","0.20914953102453102","0.181418266142645","0.2152144485714645"
"30624","0.21726190476190474","0.09821428571428573","0.10665291716592816","0.18692105911636306","0.099217115928884","0.1131210796360198","0.10372845445644696"
"30672","0.24404761904761899","0.07142857142857144","0.10368080433911898","0.2116091701840393","0.09256078148857133","0.08230188899750747","0.08189597097657009"
"30720","0.24107142857142852","0.062499999999999986","0.09459370311535342","0.1857494856876429","0.12264230322891734","0.05101588142682333","0.15573270572749157"
"30768","0.24999999999999994","0.10714285714285715","0.10443806823051795","0.17544326604129284","0.09215382606081793","0.05723331339997614","0.12009679854307066"
"30816","0.1696428571428571","0.11011904761904764","0.1864458413280817","0.2114583447502693","0.17013594191133108","0.11651779549506638","0.12134161265697764"
"30864","0.16666666666666663","0.15476190476190477","0.1767132898661321","0.14528574001241903","0.20911522290921725","0.14817778646519913","0.11847399565309452"
"30912","0.13095238095238093","0.14285714285714288","0.1722872644064134","0.13611503822066118","0.1901558002414698","0.14298456716731073","0.1649215936998614"
"30960","0.16369047619047616","0.13988095238095238","0.08065630544476117","0.1341547290728267","0.11285365738285105","0.1588126048136587","0.11674561473829857"
"31008","0.14583333333333331","0.1517857142857143","0.0883952328795056","0.16752203245530103","0.016936091420091476","0.16322566794181123","0.0917416487251519"
"31056","0.1369047619047619","0.11309523809523811","0.04205793342425032","0.14172788128840585","0.051872377303411786","0.08352353166414138","0.032327495206391006"
"31104","0.10119047619047618","0.1130952380952381","0.08713851497828072","0.1307602755413162","0.06533451418201687","0.04980137301633236","0.09093670501233526"
"31152","0.11607142857142856","0.14583333333333331","0.062487497917820385","0.13915147086429747","0.020443932980360024","0.0726837240955709","0.18669758009630316"
"31200","0.12202380952380952","0.09226190476190478","0.027423819490054995","0.12081497751601258","0.05809287238761732","0.05076206851996743","0.18130463344395797"
"31248","0.17559523809523808","0.09821428571428573","0.04303932071789216","0.1351914689467057","0.04617988597210009","0.10718640629232824","0.13937496304306823"
"31296","0.15476190476190477","0.11904761904761904","0.11315341724753317","0.07824622082987931","0.10410134267491108","0.14616336019572007","0.1340627177397545"
"31344","0.15178571428571427","0.15773809523809523","0.1532894851265431","0.10257741305535423","0.15813232529890597","0.1635245582826774","0.17612901111226686"
"31392","0.14285714285714285","0.18452380952380953","0.06621852231610965","0.14576795744784005","0.07216185009052907","0.19028595083706368","0.10850121690280123"
